Date,oil_usd_ret,gold_usd_ret,usd_inr_ret,oil_inr_ret,gold_inr_ret
1970-01-01 00:00:00.000001988,0.2426135204108988,0.11457363029095784,0.07625586467236829,0.22829725784459284,0.10057882175565351
1970-01-01 00:00:00.000001989,0.24463723826752393,0.11522113853146503,0.07509450940835592,0.23033215090216722,0.10138142208934649
1970-01-01 00:00:00.000001990,0.24664435207024898,0.11583179939024543,0.07395084126639834,0.23234922323751675,0.1021755236651043
1970-01-01 00:00:00.000001991,0.24863526392920332,0.11640790387062529,0.07282459087662844,0.234348935007044,0.10296132915168131
1970-01-01 00:00:00.000001992,0.2506103599816581,0.116951577678525,0.07171549297160841,0.23633172689842447,0.10373903303743874
1970-01-01 00:00:00.000001993,0.25257001126643663,0.1174647958919084,0.07062328632385072,0.2382980212646493,0.10450882209053233
1970-01-01 00:00:00.000001994,0.2545145745377258,0.11794939599744991,0.06954771368429097,0.24024822317449748,0.10527087578634808
1970-01-01 00:00:00.000001995,0.2564443930233438,0.11840708951647821,0.06848852172169756,0.2421827213868894,0.10602536670473282
1970-01-01 00:00:00.000001996,0.25835979713202845,0.11883947240689331,0.06744546096300423,0.2441018892557275,0.10677246089987477
1970-01-01 00:00:00.000001997,0.2602611051138732,0.11924803439874888,0.06641828573455129,0.24600608557121653,0.1075123182448476
1970-01-01 00:00:00.000001998,0.26214862367765007,0.11963416739724055,0.06540675410422171,0.24789565534298777,0.10824509275313869
1970-01-01 00:00:00.000001999,0.26402264856840946,0.1199991730669361,0.06441062782445854,0.24977093052993782,0.10897093287867948
1970-01-01 00:00:00.000002000,0.26588346510843713,0.12034426969503563,0.06342967227615004,0.2516322307210471,0.10968998179670754
1970-01-01 00:00:00.000002001,0.2677313487043703,0.12067059841717603,0.06246365641336958,0.25347986377129367,0.11040237766621018
1970-01-01 00:00:00.000002002,0.26956656532302514,0.12097922887817478,0.061512352708956955,0.2553141263960362,0.11110825387596465
1970-01-01 00:00:00.000002003,0.27138937193826224,0.1212711643902511,0.060575537100928625,0.25713530472734963,0.11180773927512473
1970-01-01 00:00:00.000002004,0.27320001695101714,0.1215473466430861,0.05965298893970404,0.25894367483505504,0.1125009583896489
1970-01-01 00:00:00.000002005,0.27499874058443924,0.1218086600130571,0.058744490936135735,0.2607395032152581,0.1131880316255786
1970-01-01 00:00:00.000002006,0.27678577525591763,0.1220559355131121,0.05784982911033087,0.26252304724880376,0.11386907546012433
1970-01-01 00:00:00.000002007,0.2785613459276268,0.1222899544195978,0.05696879274125226,0.2642945556318819,0.11454420262150093
1970-01-01 00:00:00.000002008,0.2803256704370875,0.12251145160781489,0.05610117431708687,0.2660542687808447,0.11521352225807292
1970-01-01 00:00:00.000002009,0.2820789598091184,0.12272111862506234,0.05524676948637032,0.2678024192130615,0.11587714009817576
1970-01-01 00:00:00.000002010,0.2838214185504432,0.12291960652530153,0.05440537700985564,0.2695392319055472,0.11653515860035561
1970-01-01 00:00:00.000002011,0.28555324492811757,0.12310752848833566,0.0535767987131151,0.271264924632892,0.11718767709554531
1970-01-01 00:00:00.000002012,0.2872746312328485,0.12328546224259483,0.052760839439863864,0.2729797082860688,0.11783479192120065
1970-01-01 00:00:00.000002013,0.288985764028197,0.12345395230946099,0.051957307005994595,0.2746837871731841,0.118476596548044
1970-01-01 00:00:00.000002014,0.2906868243865765,0.12361351208471506,0.05116601215431199,0.2763773593036503,0.11911318170014268
1970-01-01 00:00:00.000002015,0.2923779881128947,0.12376462577083816,0.050386768509956784,0.2780606166567195,0.11974463546830666
1970-01-01 00:00:00.000002016,0.2940594259566178,0.12390775017330795,0.04961939253650857,0.27973374543553586,0.12037104341779727
1970-01-01 00:00:00.000002017,0.2957313038129836,0.12404331637173414,0.048863703492757225,0.28139692630739777,0.12099248869012011
1970-01-01 00:00:00.000002018,0.29739378291403273,0.12417173127632604,0.04811952339013265,0.2830503346316829,0.12160905209982523
1970-01-01 00:00:00.000002019,0.2990470200100821,0.12429337907877247,0.04738667695078285,0.284694140675507,0.12222081222617764
1970-01-01 00:00:00.000002020,0.30069116754221775,0.12440862260596443,0.046664991566290476,0.2863285098183951,0.12282784550031194
1970-01-01 00:00:00.000002021,0.3023263738063447,0.12451780458409449,0.04595429725701812,0.28795360274649595,0.1234302262880495
1970-01-01 00:00:00.000002022,0.30395278310929363,0.12462124881989704,0.04525442663207274,0.28956957563692637,0.12402802696846317
1970-01-01 00:00:00.000002023,0.3055705359174488,0.12471926130557617,0.04456521484987987,0.29117658033298366,0.12462131800892892
1970-01-01 00:00:00.000002024,0.30717976899833177,0.12481213125269444,0.043886499579358175,0.2927747645106556,0.12521016803628285
