Cointegration Rank,Trace Statistic,Trace 5% Critical,Max-Eigen Statistic,Max-Eigen 5% Critical
0,79.92842204501346,69.8189,36.90707494254049,33.8777
1,43.02134710247298,47.8545,25.25564746440411,27.5858
2,17.76569963806887,29.7961,10.625680541863403,21.1314
3,7.140019096205465,15.4943,6.732401466659389,14.2639
4,0.4076176295460767,3.8415,0.4076176295460767,3.8415
