Date,log_oil_usd,log_gold_usd,log_usd_inr,log_oil_inr,log_gold_inr
2011-05-01,4.744845168060573,7.321572081068218,3.804491245435508,8.549336413496082,11.126063326503726
2011-06-01,4.734706107337125,7.332604626220763,3.8024514133988543,8.53715752073598,11.135056039619617
2011-07-01,4.761917491662616,7.360580958450139,3.793149375289733,8.555066866952348,11.153730333739873
2011-08-01,4.70247836845509,7.472506429769721,3.8136050013368945,8.516083369791984,11.286111431106615
2011-09-01,4.725882261150355,7.479943134816165,3.8647322166334486,8.590614477783804,11.344675351449613
2011-10-01,4.696381066041475,7.418438892665173,3.895934273078561,8.592315339120036,11.314373165743735
2011-11-01,4.7074559795288415,7.461065514354283,3.9255017575405757,8.632957737069416,11.386567271894858
2011-12-01,4.680926798387338,7.402433227968004,3.958570657044798,8.639497455432135,11.361003885012803
2012-01-01,4.706733501397532,7.410982104872797,3.931855044056514,8.638588545454047,11.342837148929311
2012-02-01,4.781892764381564,7.464406677453544,3.895511436653035,8.6774042010346,11.359918114106579
2012-03-01,4.8319072728124315,7.424135447661457,3.9192667063640205,8.751173979176452,11.343402154025476
2012-04-01,4.785406236291025,7.408045600832745,3.945264339207948,8.730670575498973,11.353309940040694
2012-05-01,4.703566507844284,7.3708853392847,3.9951023286834833,8.698668836527768,11.365987667968184
2012-06-01,4.555559685434757,7.3769836077601205,4.024322589963977,8.579882275398734,11.401306197724098
2012-07-01,4.631032845513819,7.374183775048419,4.015027147015937,8.646059992529755,11.389210922064356
2012-08-01,4.730568595382425,7.3965254597671946,4.016265896776527,8.746834492158952,11.412791356543721
2012-09-01,4.726148112540994,7.464400946186905,3.9954446135672184,8.721592726108213,11.459845559754124
2012-10-01,4.715906227582757,7.465414869095338,3.9721675120077036,8.688073739590461,11.437582381103041
2012-11-01,4.691898189497915,7.451032603898299,4.003407307229965,8.69530549672788,11.454439911128263
2012-12-01,4.6958332208853335,7.429379586519464,4.000894318330778,8.696727539216111,11.430273904850242
2013-01-01,4.727033773744932,7.421684880421256,3.9932158207050787,8.72024959445001,11.414900701126335
2013-02-01,4.754021132720446,7.394843383910477,3.985420296536478,8.739441429256924,11.380263680446955
2013-03-01,4.686473637052126,7.373428294642426,3.9967850211671796,8.683258658219305,11.370213315809606
2013-04-01,4.627420794922911,7.305092108624392,3.994958754986674,8.622379549909585,11.300050863611066
2013-05-01,4.63044799317236,7.254196941040835,4.007051327332446,8.637499320504807,11.261248268373281
2013-06-01,4.6339519874135435,7.202921773143544,4.067033315667286,8.700985303080829,11.26995508881083
2013-07-01,4.681482868837255,7.158915473147351,4.090351600952121,8.771834469789376,11.249267074099473
2013-08-01,4.712049547615187,7.209149409990486,4.140128625292146,8.852178172907333,11.349278035282632
2013-09-01,4.71492104994721,7.206822296300482,4.153367902671562,8.868288952618773,11.360190198972044
